sentence_id,stage,t_start,t_end,duration_ms,energy_j,mean_cpu,peak_cpu,peak_temp,throttled_any,amp_energy_j,amp_energy_wh,amp_mean_w,amp_peak_w,cpu_energy_wh,cpu_mean_w,mem_energy_wh,mem_mean_w
REF_0000,front_end,9433.890919429,9433.891668176,0.7487469993066043,,,,,,,,,,,,,
REF_0000,acoustic,9433.891668176,9434.362199132,470.530955999493,3.1333315698723476,96.62288930581614,100.0,63.9,False,0.0947918986089912,2.6331082946942e-05,0.31587890625,0.316171875,0.00037152142711222567,4.17953831773575,6.028939984644124e-05,0.7180542846168749
REF_0000,vocoder,9434.362199132,9435.039800708,677.6015760005976,6.348859014480162,96.80960979237157,97.61904761904762,65.55,False,0.1903562066714059,5.287672407539053e-05,0.3163058035714286,0.31671875,0.0007560470336521542,4.552996228120715,0.00011982712834403979,0.7081370073863116
REF_0000,write,9435.039800708,9435.110645918,70.845209998879,,,,,,,,,,,,,
A1_0001,front_end,9439.247006863,9439.24756059,0.5537270008062478,,,,,,,,,,,,,
A1_0001,acoustic,9439.24756059,9439.469260838,221.7002479992516,0.9291672116424041,82.01754385964912,97.36842105263158,62.8,False,0.03133236682264613,8.703435228512814e-06,0.319090625,0.32161875,9.799542109217664e-05,3.5927676075534998,1.961830462737475e-05,0.71925819180929
A1_0001,vocoder,9439.469260838,9439.664684728,195.42389000162075,0.9575296089612989,97.53048780487805,97.5609756097561,65.55,False,0.03286052892392227,9.12792470108952e-06,0.322415625,0.32265468750000004,9.375174979554101e-05,3.3114897410979998,2.451363761183384e-05,0.86586820668005
A1_0001,write,9439.664684728,9439.705533047,40.8483189985418,,,,,,,,,,,,,
A2_0002,front_end,9441.153972568,9441.154502313,0.5297450006764848,,,,,,,,,,,,,
A2_0002,acoustic,9441.154502313,9441.467017909,312.5155960005941,2.225932455583282,85.87301587301586,100.0,65.55,False,0.06449381689522167,1.7914949137561574e-05,0.3225484375,0.32289375000000003,0.0002843627230898594,5.848475590163166,3.688242941696407e-05,0.6421151846773333
