sentence_id,stage,t_start,t_end,duration_ms,energy_j,mean_cpu,peak_cpu,peak_temp,throttled_any,amp_energy_j,amp_energy_wh,amp_mean_w,amp_peak_w,cpu_energy_wh,cpu_mean_w,mem_energy_wh,mem_mean_w
REF_0000,front_end,3385.193257869,3385.19403984,0.7819710003786895,,,,,,,,,,,,,
REF_0000,acoustic,3385.19403984,3385.65274001,458.70016999970176,3.4999967873848203,98.3739837398374,100.0,62.25,False,0.09726021486189776,2.7016726350527156e-05,0.322037109375,0.3223359375,0.0004410170552568625,5.341131679179,5.8666211546161594e-05,0.684040727022185
REF_0000,vocoder,3385.65274001,3386.344751581,692.0115709999664,5.598087402000928,96.76154672395273,100.0,64.45,False,0.1939643499325146,5.387898609236517e-05,0.3223017857142857,0.323053125,0.0005020068274646866,2.931601840823857,0.00013129252779689297,0.7773937701832828
REF_0000,write,3386.344751581,3386.415305339,70.55375800018737,,,,,,,,,,,,,
A1_0001,front_end,3390.553519121,3390.554136816,0.6176950000735815,,,,,,,,,,,,,
A1_0001,acoustic,3390.554136816,3390.791818706,237.68188999974882,1.1138430623426128,87.09004174120453,97.43589743589743,61.7,False,0.03162214069760062,8.783927971555728e-06,0.31889609375,0.3216984375,0.00013602376982726794,4.9382746529264,1.634753817973085e-05,0.5934891639397
A1_0001,vocoder,3390.791818706,3390.99203815,200.21944400014036,1.0486951801144946,96.34146341463415,97.5609756097561,64.45,False,0.03235636268651774,8.987878524032705e-06,0.322096875,0.3221765625,9.715964382573868e-05,3.4818914795860003,2.185090253076026e-05,0.7830665937760799
A1_0001,write,3390.99203815,3391.037259697,45.22154699998282,,68.42105263157895,68.42105263157895,62.25,False,,,0.316015625,0.316015625,,1.598662338805,,0.5865439794495
A2_0002,front_end,3392.483058416,3392.484030755,0.9723389998725906,,,,,,,,,,,,,
A2_0002,acoustic,3392.484030755,3392.806879656,322.8489010002704,2.0449468468861127,81.30081300813008,100.0,63.9,False,0.0636890432847341,1.769140091242614e-05,0.3199411458333333,0.3223359375,0.00021339953630864137,4.0789350400833335,4.281433890433995e-05,0.7782134389897933
A2_0002,vocoder,3392.806879656,3393.257563348,450.68369199998415,4.4859791251797745,97.00794254058727,97.67441860465117,66.1,False,0.12832799047942234,3.564666402206176e-05,0.32094125,0.3221765625,0.0005356253433717754,4.3773399593158,7.646167400129275e-05,0.6862164244198199
A2_0002,write,3393.257563348,3393.315498158,57.93481000000611,,,,,,,,,,,,,
A3_0003,front_end,3396.26332495,3396.264130125,0.8051750000959146,,,,,,,,,,,,,
A3_0003,acoustic,3396.264130125,3396.775970562,511.8404370000462,4.0698561911464965,89.36702971362791,100.0,66.65,False,0.12812839110684188,3.559121975190052e-05,0.32179406250000003,0.32225624999999997,0.00044948467163131897,3.8926138276846,6.911386564880382e-05,0.6217615134864041
A3_0003,vocoder,3396.775970562,3397.606526679,830.5561170000146,7.1281754260338674,96.71929442508711,100.0,68.3,False,0.2257868022070967,6.271855616863798e-05,0.32194746093750004,0.32257500000000006,0.0007237633956737464,3.6561500185455,0.0001551921762231105,0.7864455143805825
A3_0003,write,3397.606526679,3397.688047427,81.52074800000264,,76.92307692307692,76.92307692307692,67.2,False,,,0.3232125,0.3232125,,2.12694728391,,0.6295506599582
